sample,total_count,population,count,percentage
sample01276,105030,cd8_t_cell,20375,19.39921927
sample01276,105030,monocyte,23558,22.42978197
sample01276,105030,nk_cell,22625,21.54146434
sample01277,107741,b_cell,8797,8.16495113
sample01277,107741,cd4_t_cell,27439,25.46755645
sample01277,107741,cd8_t_cell,27329,25.36545976
sample01277,107741,monocyte,30342,28.16198105
sample01277,107741,nk_cell,13834,12.84005161
sample01278,95794,b_cell,5402,5.63918408
sample01278,95794,cd4_t_cell,30485,31.82349625
sample01278,95794,cd8_t_cell,21668,22.61937073
sample01278,95794,monocyte,14431,15.06461783
sample01278,95794,nk_cell,23808,24.85333111
sample01279,104560,b_cell,6382,6.10367253
sample01279,104560,cd4_t_cell,26545,25.38733741
sample01279,104560,cd8_t_cell,25272,24.16985463
sample01279,104560,monocyte,26834,25.66373374
sample01279,104560,nk_cell,19527,18.67540168
sample01280,98370,b_cell,12590,12.79861746
sample01280,98370,cd4_t_cell,32548,33.08732337
sample01280,98370,cd8_t_cell,23332,23.71861340
sample01280,98370,monocyte,21771,22.13174748
sample01280,98370,nk_cell,8129,8.26369828
sample01281,95663,b_cell,5364,5.60718355
sample01281,95663,cd4_t_cell,32640,34.11977463
sample01281,95663,cd8_t_cell,25117,26.25571015
sample01281,95663,monocyte,14412,15.06538578
sample01281,95663,nk_cell,18130,18.95194589
sample01282,94409,b_cell,10643,11.27328962
sample01282,94409,cd4_t_cell,22084,23.39183764
sample01282,94409,cd8_t_cell,29232,30.96314970
sample01282,94409,monocyte,18748,19.85827622
sample01282,94409,nk_cell,13702,14.51344681
sample01283,105146,b_cell,16279,15.48228178
sample01283,105146,cd4_t_cell,25481,24.23392236
sample01283,105146,cd8_t_cell,23981,22.80733456
sample01283,105146,monocyte,23520,22.36889658
sample01283,105146,nk_cell,15885,15.10756472
sample01284,107710,b_cell,10470,9.72054591
sample01284,107710,cd4_t_cell,38134,35.40432643
sample01284,107710,cd8_t_cell,22975,21.33042429
sample01284,107710,monocyte,15541,14.42855817
sample01284,107710,nk_cell,20590,19.11614520
sample01285,93609,b_cell,8063,8.61348802
sample01285,93609,cd4_t_cell,24995,26.70149238
sample01285,93609,cd8_t_cell,25604,27.35207085
sample01285,93609,monocyte,22800,24.35663238
sample01285,93609,nk_cell,12147,12.97631638
sample01286,99219,b_cell,8931,9.00130015
sample01286,99219,cd4_t_cell,35028,35.30372207
sample01286,99219,cd8_t_cell,28923,29.15066671
sample01286,99219,monocyte,11610,11.70138784
sample01286,99219,nk_cell,14727,14.84292323
sample01287,98586,b_cell,12874,13.05864930
sample01287,98586,cd4_t_cell,27621,28.01716268
sample01287,98586,cd8_t_cell,23194,23.52666707
sample01287,98586,monocyte,20872,21.17136307
sample01287,98586,nk_cell,14025,14.22615787
sample01288,106008,b_cell,10696,10.08980454
sample01288,106008,cd4_t_cell,32247,30.41940231
sample01288,106008,cd8_t_cell,25455,24.01233869
sample01288,106008,monocyte,18698,17.63829145
sample01288,106008,nk_cell,18912,17.84016301
sample01289,100855,b_cell,7920,7.85285806
sample01289,100855,cd4_t_cell,30095,29.83986912
sample01289,100855,cd8_t_cell,28835,28.59055079
sample01289,100855,monocyte,18711,18.55237718
sample01289,100855,nk_cell,15294,15.16434485
sample01290,94206,b_cell,5752,6.10576821
sample01290,94206,cd4_t_cell,26751,28.39628049
sample01290,94206,cd8_t_cell,31936,33.90017621
sample01290,94206,monocyte,18446,19.58049381
sample01290,94206,nk_cell,11321,12.01728128
sample01291,98362,b_cell,10177,10.34647526
sample01291,98362,cd4_t_cell,26305,26.74305118
sample01291,98362,cd8_t_cell,26282,26.71966816
sample01291,98362,monocyte,21807,22.17014701
sample01291,98362,nk_cell,13791,14.02065838
sample01292,96927,b_cell,9107,9.39573081
sample01292,96927,cd4_t_cell,28330,29.22818203
sample01292,96927,cd8_t_cell,23251,23.98815603
sample01292,96927,monocyte,20854,21.51516089
sample01292,96927,nk_cell,15385,15.87277023
sample01293,100260,b_cell,11696,11.66566926
sample01293,100260,cd4_t_cell,31206,31.12507481
sample01293,100260,cd8_t_cell,28700,28.62557351
sample01293,100260,monocyte,17922,17.87552364
sample01293,100260,nk_cell,10736,10.70815879
sample01294,92700,b_cell,6984,7.53398058
sample01294,92700,cd4_t_cell,25345,27.34088457
sample01294,92700,cd8_t_cell,29928,32.28478964
sample01294,92700,monocyte,20214,21.80582524
sample01294,92700,nk_cell,10229,11.03451996
sample01295,102918,b_cell,8696,8.44944519
sample01295,102918,cd4_t_cell,26888,26.12565343
sample01295,102918,cd8_t_cell,23989,23.30884782
sample01295,102918,monocyte,24821,24.11725840
sample01295,102918,nk_cell,18524,17.99879516
sample01296,107983,b_cell,15047,13.93460082
sample01296,107983,cd4_t_cell,31902,29.54353926
sample01296,107983,cd8_t_cell,24167,22.38037469
sample01296,107983,monocyte,19610,18.16026597
sample01296,107983,nk_cell,17257,15.98121927
sample01297,101135,b_cell,14039,13.88144559
sample01297,101135,cd4_t_cell,26410,26.11361052
sample01297,101135,cd8_t_cell,21375,21.13511643
sample01297,101135,monocyte,15446,15.27265536
sample01297,101135,nk_cell,23865,23.59717210
sample01298,99125,b_cell,6710,6.76923077
sample01298,99125,cd4_t_cell,41588,41.95510719
sample01298,99125,cd8_t_cell,23435,23.64186633
sample01298,99125,monocyte,9655,9.74022699
sample01298,99125,nk_cell,17737,17.89356873
sample01299,107920,b_cell,9344,8.65826538
sample01299,107920,cd4_t_cell,35030,32.45922906
sample01299,107920,cd8_t_cell,32085,29.73035582
sample01299,107920,monocyte,23543,21.81523351
sample01299,107920,nk_cell,7918,7.33691623
sample01300,108277,b_cell,8075,7.45772417
sample01300,108277,cd4_t_cell,41630,38.44768510
sample01300,108277,cd8_t_cell,27636,25.52342603
sample01300,108277,monocyte,20291,18.73989859
sample01300,108277,nk_cell,10645,9.83126610
sample01301,100912,b_cell,14275,14.14598858
sample01301,100912,cd4_t_cell,26912,26.66878072
sample01301,100912,cd8_t_cell,21449,21.25515300
sample01301,100912,monocyte,19958,19.77762803
sample01301,100912,nk_cell,18318,18.15244966
sample01302,107427,b_cell,8839,8.22791291
sample01302,107427,cd4_t_cell,31858,29.65548698
sample01302,107427,cd8_t_cell,28273,26.31833710
sample01302,107427,monocyte,23865,22.21508559
sample01302,107427,nk_cell,14592,13.58317741
sample01303,103684,b_cell,4718,4.55036457
sample01303,103684,cd4_t_cell,41143,39.68114656
sample01303,103684,cd8_t_cell,22589,21.78638941
sample01303,103684,monocyte,19740,19.03861734
sample01303,103684,nk_cell,15494,14.94348212
sample01304,108153,b_cell,16066,14.85488151
sample01304,108153,cd4_t_cell,28326,26.19067432
sample01304,108153,cd8_t_cell,26212,24.23603599
sample01304,108153,monocyte,23716,21.92819432
sample01304,108153,nk_cell,13833,12.79021386
sample01305,95567,b_cell,11372,11.89950506
sample01305,95567,cd4_t_cell,19832,20.75193320
sample01305,95567,cd8_t_cell,22741,23.79587096
sample01305,95567,monocyte,25764,26.95909676
sample01305,95567,nk_cell,15858,16.59359402
sample01306,95702,b_cell,10479,10.94961443
sample01306,95702,cd4_t_cell,29594,30.92307371
sample01306,95702,cd8_t_cell,25423,26.56475309
sample01306,95702,monocyte,19329,20.19707007
sample01306,95702,nk_cell,10877,11.36548870
sample01307,100938,b_cell,4033,3.99552200
sample01307,100938,cd4_t_cell,24549,24.32087024
sample01307,100938,cd8_t_cell,27739,27.48122610
sample01307,100938,monocyte,27591,27.33460144
sample01307,100938,nk_cell,17026,16.86778022
sample01308,92530,b_cell,3965,4.28509673
sample01308,92530,cd4_t_cell,34932,37.75208041
sample01308,92530,cd8_t_cell,26764,28.92467308
sample01308,92530,monocyte,16951,18.31946396
sample01308,92530,nk_cell,9918,10.71868583
sample01309,94984,b_cell,8789,9.25313737
sample01309,94984,cd4_t_cell,25420,26.76240209
sample01309,94984,cd8_t_cell,25598,26.94980207
sample01309,94984,monocyte,16962,17.85774446
sample01309,94984,nk_cell,18215,19.17691401
sample01310,94840,b_cell,11240,11.85153943
sample01310,94840,cd4_t_cell,22792,24.03205399
sample01310,94840,cd8_t_cell,24462,25.79291438
sample01310,94840,monocyte,16230,17.11303248
sample01310,94840,nk_cell,20116,21.21045972
sample01311,96091,b_cell,7786,8.10273595
sample01311,96091,cd4_t_cell,29786,30.99770010
sample01311,96091,cd8_t_cell,19689,20.48995223
sample01311,96091,monocyte,23975,24.95030752
sample01311,96091,nk_cell,14855,15.45930420
sample01312,98679,b_cell,9243,9.36673456
sample01312,98679,cd4_t_cell,36111,36.59441218
sample01312,98679,cd8_t_cell,19433,19.69314646
sample01312,98679,monocyte,21134,21.41691748
sample01312,98679,nk_cell,12758,12.92878931
sample01313,107635,b_cell,6971,6.47651786
sample01313,107635,cd4_t_cell,29174,27.10456636
sample01313,107635,cd8_t_cell,25274,23.48120964
sample01313,107635,monocyte,26466,24.58865611
sample01313,107635,nk_cell,19750,18.34905003
sample01314,104820,b_cell,5680,5.41881320
sample01314,104820,cd4_t_cell,28906,27.57679832
sample01314,104820,cd8_t_cell,24866,23.72257203
sample01314,104820,monocyte,24915,23.76931883
sample01314,104820,nk_cell,20453,19.51249761
sample01315,106330,b_cell,11229,10.56051914
sample01315,106330,cd4_t_cell,25715,24.18414370
sample01315,106330,cd8_t_cell,25985,24.43807016
sample01315,106330,monocyte,24722,23.25025863
sample01315,106330,nk_cell,18679,17.56700837
sample01316,96957,b_cell,10247,10.56860258
sample01316,96957,cd4_t_cell,35225,36.33053828
sample01316,96957,cd8_t_cell,23952,24.70373465
sample01316,96957,monocyte,16317,16.82910981
sample01316,96957,nk_cell,11216,11.56801469
sample01317,109566,b_cell,9305,8.49259807
sample01317,109566,cd4_t_cell,47117,43.00330394
sample01317,109566,cd8_t_cell,17960,16.39194641
sample01317,109566,monocyte,18672,17.04178303
sample01317,109566,nk_cell,16512,15.07036854
sample01318,107485,b_cell,13478,12.53942411
sample01318,107485,cd4_t_cell,29640,27.57594083
sample01318,107485,cd8_t_cell,27430,25.51983998
sample01318,107485,monocyte,15760,14.66251105
sample01318,107485,nk_cell,21177,19.70228404
sample01319,96501,b_cell,6721,6.96469467
sample01319,96501,cd4_t_cell,25723,26.65568232
sample01319,96501,cd8_t_cell,28075,29.09296277
sample01319,96501,monocyte,18262,18.92415623
sample01319,96501,nk_cell,17720,18.36250402
sample01320,96630,b_cell,11718,12.12666874
sample01320,96630,cd4_t_cell,20157,20.85998137
sample01320,96630,cd8_t_cell,27516,28.47562869
sample01320,96630,monocyte,22930,23.72969057
sample01320,96630,nk_cell,14309,14.80803063
sample01321,107155,b_cell,10903,10.17498017
sample01321,107155,cd4_t_cell,32867,30.67239046
sample01321,107155,cd8_t_cell,27816,25.95865802
sample01321,107155,monocyte,22394,20.89869815
sample01321,107155,nk_cell,13175,12.29527320
sample01322,101114,b_cell,8644,8.54876674
sample01322,101114,cd4_t_cell,32175,31.82051941
sample01322,101114,cd8_t_cell,24041,23.77613387
sample01322,101114,monocyte,25626,25.34367150
sample01322,101114,nk_cell,10628,10.51090848
sample01323,92894,b_cell,6980,7.51394062
sample01323,92894,cd4_t_cell,33214,35.75473120
sample01323,92894,cd8_t_cell,20537,22.10799406
sample01323,92894,monocyte,17412,18.74394471
sample01323,92894,nk_cell,14751,15.87938941
sample01324,104741,b_cell,12297,11.74038820
sample01324,104741,cd4_t_cell,27053,25.82847214
sample01324,104741,cd8_t_cell,31151,29.74098013
sample01324,104741,monocyte,12702,12.12705626
sample01324,104741,nk_cell,21538,20.56310327
sample01325,91011,b_cell,16996,18.67466570
sample01325,91011,cd4_t_cell,24073,26.45064882
sample01325,91011,cd8_t_cell,20290,22.29400842
sample01325,91011,monocyte,19706,21.65232774
sample01325,91011,nk_cell,9946,10.92834932
sample01326,101755,b_cell,11563,11.36356936
sample01326,101755,cd4_t_cell,28799,28.30229473
sample01326,101755,cd8_t_cell,29683,29.17104811
sample01326,101755,monocyte,19159,18.82855879
sample01326,101755,nk_cell,12551,12.33452902
sample01327,111383,b_cell,13197,11.84830719
sample01327,111383,cd4_t_cell,34900,31.33332735
sample01327,111383,cd8_t_cell,29629,26.60100734
sample01327,111383,monocyte,21152,18.99033066
sample01327,111383,nk_cell,12505,11.22702746
sample01328,106081,b_cell,10873,10.24971484
sample01328,106081,cd4_t_cell,31265,29.47276138
sample01328,106081,cd8_t_cell,22936,21.62121398
sample01328,106081,monocyte,26192,24.69056664
sample01328,106081,nk_cell,14815,13.96574316
sample01329,93643,b_cell,9163,9.78503465
sample01329,93643,cd4_t_cell,26029,27.79599116
sample01329,93643,cd8_t_cell,24367,26.02116549
sample01329,93643,monocyte,22237,23.74656942
sample01329,93643,nk_cell,11847,12.65123928
sample01330,94424,b_cell,10811,11.44941964
sample01330,94424,cd4_t_cell,29345,31.07790392
sample01330,94424,cd8_t_cell,21730,23.01321698
sample01330,94424,monocyte,18839,19.95149538
sample01330,94424,nk_cell,13699,14.50796408
sample01331,98623,b_cell,11284,11.44155015
sample01331,98623,cd4_t_cell,23068,23.39008142
sample01331,98623,cd8_t_cell,17603,17.84877767
sample01331,98623,monocyte,29890,30.30733196
sample01331,98623,nk_cell,16778,17.01225880
sample01332,112389,b_cell,17840,15.87343957
sample01332,112389,cd4_t_cell,38826,34.54608547
sample01332,112389,cd8_t_cell,28821,25.64396872
sample01332,112389,monocyte,12876,11.45663722
sample01332,112389,nk_cell,14026,12.47986903
sample01333,102246,b_cell,6840,6.68974825
sample01333,102246,cd4_t_cell,30609,29.93662344
sample01333,102246,cd8_t_cell,39386,38.52082233
sample01333,102246,monocyte,14146,13.83526006
sample01333,102246,nk_cell,11265,11.01754592
sample01334,109803,b_cell,7656,6.97248709
sample01334,109803,cd4_t_cell,28384,25.84993124
sample01334,109803,cd8_t_cell,33548,30.55289928
sample01334,109803,monocyte,26254,23.91009353
sample01334,109803,nk_cell,13961,12.71458885
sample01335,102124,b_cell,8830,8.64635149
sample01335,102124,cd4_t_cell,38536,37.73451882
sample01335,102124,cd8_t_cell,23235,22.75175277
sample01335,102124,monocyte,17282,16.92256473
sample01335,102124,nk_cell,14241,13.94481219
sample01336,101141,b_cell,4913,4.85757507
sample01336,101141,cd4_t_cell,37337,36.91579083
sample01336,101141,cd8_t_cell,22782,22.52498987
sample01336,101141,monocyte,24177,23.90425248
sample01336,101141,nk_cell,11932,11.79739176
sample01337,97602,b_cell,6077,6.22630684
sample01337,97602,cd4_t_cell,32188,32.97883240
sample01337,97602,cd8_t_cell,29872,30.60593021
sample01337,97602,monocyte,14702,15.06321592
sample01337,97602,nk_cell,14763,15.12571464
sample01338,101427,b_cell,7675,7.56701864
sample01338,101427,cd4_t_cell,30575,30.14483323
sample01338,101427,cd8_t_cell,35014,34.52137991
sample01338,101427,monocyte,16198,15.97010658
sample01338,101427,nk_cell,11965,11.79666164
sample01339,97136,b_cell,13974,14.38601548
sample01339,97136,cd4_t_cell,29165,30.02491352
sample01339,97136,cd8_t_cell,25427,26.17670071
sample01339,97136,monocyte,15978,16.44910229
sample01339,97136,nk_cell,12592,12.96326800
sample01340,102741,b_cell,12635,12.29791417
sample01340,102741,cd4_t_cell,25611,24.92773090
sample01340,102741,cd8_t_cell,20679,20.12731042
sample01340,102741,monocyte,26288,25.58666939
sample01340,102741,nk_cell,17528,17.06037512
sample01341,105771,b_cell,10807,10.21735636
sample01341,105771,cd4_t_cell,29620,28.00389521
sample01341,105771,cd8_t_cell,30095,28.45297860
sample01341,105771,monocyte,16183,15.30003498
sample01341,105771,nk_cell,19066,18.02573484
sample01342,90355,b_cell,11877,13.14481766
sample01342,90355,cd4_t_cell,28582,31.63300315
sample01342,90355,cd8_t_cell,16665,18.44391567
sample01342,90355,monocyte,18445,20.41392286
sample01342,90355,nk_cell,14786,16.36434066
sample01343,104814,b_cell,10934,10.43181254
sample01343,104814,cd4_t_cell,22007,20.99624096
sample01343,104814,cd8_t_cell,30567,29.16308890
sample01343,104814,monocyte,23062,22.00278589
sample01343,104814,nk_cell,18244,17.40607171
sample01344,104192,b_cell,9612,9.22527641
sample01344,104192,cd4_t_cell,34379,32.99581542
sample01344,104192,cd8_t_cell,20243,19.42855498
sample01344,104192,monocyte,24015,23.04879453
sample01344,104192,nk_cell,15943,15.30155866
sample01345,95834,b_cell,10387,10.83853330
sample01345,95834,cd4_t_cell,28011,29.22866624
sample01345,95834,cd8_t_cell,25658,26.77337897
sample01345,95834,monocyte,15924,16.61623223
sample01345,95834,nk_cell,15854,16.54318926
sample01346,95894,b_cell,10353,10.79629591
sample01346,95894,cd4_t_cell,25791,26.89532192
sample01346,95894,cd8_t_cell,27847,29.03935596
sample01346,95894,monocyte,20005,20.86157632
sample01346,95894,nk_cell,11898,12.40744989
sample01347,101479,b_cell,10556,10.40215217
sample01347,101479,cd4_t_cell,30930,30.47921245
sample01347,101479,cd8_t_cell,23700,23.35458568
sample01347,101479,monocyte,19930,19.63953133
sample01347,101479,nk_cell,16363,16.12451837
sample01348,100053,b_cell,9817,9.81179975
sample01348,100053,cd4_t_cell,28370,28.35497186
sample01348,100053,cd8_t_cell,25228,25.21463624
sample01348,100053,monocyte,19589,19.57862333
sample01348,100053,nk_cell,17049,17.03996882
sample01349,108386,b_cell,7578,6.99167789
sample01349,108386,cd4_t_cell,27410,25.28924400
sample01349,108386,cd8_t_cell,32430,29.92083848
sample01349,108386,monocyte,25937,23.93021239
sample01349,108386,nk_cell,15031,13.86802724
sample01350,98150,b_cell,11653,11.87264391
sample01350,98150,cd4_t_cell,19455,19.82170148
sample01350,98150,cd8_t_cell,34268,34.91390728
sample01350,98150,monocyte,19792,20.16505349
sample01350,98150,nk_cell,12982,13.22669384
sample01351,107248,b_cell,12803,11.93775175
sample01351,107248,cd4_t_cell,29694,27.68722960
sample01351,107248,cd8_t_cell,25470,23.74869461
sample01351,107248,monocyte,20587,19.19569596
sample01351,107248,nk_cell,18694,17.43062808
sample01352,115315,b_cell,21720,18.83536400
sample01352,115315,cd4_t_cell,34880,30.24758271
sample01352,115315,cd8_t_cell,29175,25.30026449
sample01352,115315,monocyte,13054,11.32029658
sample01352,115315,nk_cell,16486,14.29649222
sample01353,102835,b_cell,10743,10.44683230
sample01353,102835,cd4_t_cell,27183,26.43360723
sample01353,102835,cd8_t_cell,23550,22.90076336
sample01353,102835,monocyte,25427,24.72601741
sample01353,102835,nk_cell,15932,15.49277970
sample01354,100879,b_cell,8048,7.97787448
sample01354,100879,cd4_t_cell,28375,28.12775702
sample01354,100879,cd8_t_cell,25967,25.74073891
sample01354,100879,monocyte,21377,21.19073345
sample01354,100879,nk_cell,17112,16.96289614
sample01355,105213,b_cell,10501,9.98070581
sample01355,105213,cd4_t_cell,27272,25.92075124
sample01355,105213,cd8_t_cell,28251,26.85124462
sample01355,105213,monocyte,19569,18.59941262
sample01355,105213,nk_cell,19620,18.64788572
sample01356,105001,b_cell,18180,17.31412082
sample01356,105001,cd4_t_cell,26877,25.59689908
sample01356,105001,cd8_t_cell,32455,30.90922944
sample01356,105001,monocyte,12182,11.60179427
sample01356,105001,nk_cell,15307,14.57795640
sample01357,103075,b_cell,8942,8.67523648
sample01357,103075,cd4_t_cell,36847,35.74775649
sample01357,103075,cd8_t_cell,21948,21.29323308
sample01357,103075,monocyte,18762,18.20227989
sample01357,103075,nk_cell,16576,16.08149406
sample01358,107650,b_cell,14529,13.49651649
sample01358,107650,cd4_t_cell,37015,34.38457966
sample01358,107650,cd8_t_cell,21472,19.94612169
sample01358,107650,monocyte,18427,17.11751045
sample01358,107650,nk_cell,16207,15.05527171
sample01359,110209,b_cell,12966,11.76491938
sample01359,110209,cd4_t_cell,28961,26.27825314
sample01359,110209,cd8_t_cell,24728,22.43736900
sample01359,110209,monocyte,22025,19.98475624
sample01359,110209,nk_cell,21529,19.53470225
sample01360,101085,b_cell,9095,8.99737844
sample01360,101085,cd4_t_cell,33973,33.60834941
sample01360,101085,cd8_t_cell,27839,27.54018895
sample01360,101085,monocyte,14129,13.97734580
sample01360,101085,nk_cell,16049,15.87673740
sample01361,102423,b_cell,9563,9.33677006
sample01361,102423,cd4_t_cell,25020,24.42810697
sample01361,102423,cd8_t_cell,35989,35.13761557
sample01361,102423,monocyte,17916,17.49216485
sample01361,102423,nk_cell,13935,13.60534255
sample01362,96252,b_cell,6821,7.08660599
sample01362,96252,cd4_t_cell,31233,32.44919586
sample01362,96252,cd8_t_cell,25173,26.15322279
sample01362,96252,monocyte,21410,22.24369364
sample01362,96252,nk_cell,11615,12.06728172
sample01363,103261,b_cell,7113,6.88837025
sample01363,103261,cd4_t_cell,31931,30.92261357
sample01363,103261,cd8_t_cell,25286,24.48746381
sample01363,103261,monocyte,21881,21.18999429
sample01363,103261,nk_cell,17050,16.51155809
sample01364,105527,b_cell,8486,8.04154387
sample01364,105527,cd4_t_cell,29461,27.91797360
sample01364,105527,cd8_t_cell,30355,28.76515015
sample01364,105527,monocyte,23462,22.23317255
sample01364,105527,nk_cell,13763,13.04215983
sample01365,87295,b_cell,10784,12.35351395
sample01365,87295,cd4_t_cell,25625,29.35448766
sample01365,87295,cd8_t_cell,21284,24.38169426
sample01365,87295,monocyte,14311,16.39383699
sample01365,87295,nk_cell,15291,17.51646715
sample01366,97111,b_cell,13468,13.86866575
sample01366,97111,cd4_t_cell,29060,29.92451936
sample01366,97111,cd8_t_cell,19253,19.82576639
sample01366,97111,monocyte,21272,21.90483055
sample01366,97111,nk_cell,14058,14.47621794
sample01367,103094,b_cell,11598,11.24992725
sample01367,103094,cd4_t_cell,25733,24.96071546
sample01367,103094,cd8_t_cell,28270,27.42157643
sample01367,103094,monocyte,19309,18.72950899
sample01367,103094,nk_cell,18184,17.63827187
sample01368,99300,b_cell,13922,14.02014099
sample01368,99300,cd4_t_cell,32389,32.61732125
sample01368,99300,cd8_t_cell,19303,19.43907351
sample01368,99300,monocyte,19799,19.93856999
sample01368,99300,nk_cell,13887,13.98489426
sample01369,98045,b_cell,12996,13.25513795
sample01369,98045,cd4_t_cell,26814,27.34866643
sample01369,98045,cd8_t_cell,25569,26.07884135
sample01369,98045,monocyte,19296,19.68075884
sample01369,98045,nk_cell,13370,13.63659544
sample01370,105029,b_cell,7999,7.61599177
sample01370,105029,cd4_t_cell,42892,40.83824468
sample01370,105029,cd8_t_cell,23312,22.19577450
sample01370,105029,monocyte,18054,17.18953813
sample01370,105029,nk_cell,12772,12.16045092
sample01371,90105,b_cell,10272,11.40003329
sample01371,90105,cd4_t_cell,32624,36.20664780
sample01371,90105,cd8_t_cell,18989,21.07430220
sample01371,90105,monocyte,17933,19.90233616
sample01371,90105,nk_cell,10287,11.41668054
sample01372,99005,b_cell,7587,7.66324933
sample01372,99005,cd4_t_cell,29170,29.46315843
sample01372,99005,cd8_t_cell,29478,29.77425383
sample01372,99005,monocyte,17692,17.86980456
sample01372,99005,nk_cell,15078,15.22953386
sample01373,93845,b_cell,7457,7.94608130
sample01373,93845,cd4_t_cell,25860,27.55607651
sample01373,93845,cd8_t_cell,21999,23.44184560
sample01373,93845,monocyte,24738,26.36048804
sample01373,93845,nk_cell,13791,14.69550855
sample01374,96026,b_cell,6803,7.08453960
sample01374,96026,cd4_t_cell,31793,33.10874138
sample01374,96026,cd8_t_cell,25753,26.81877825
sample01374,96026,monocyte,15749,16.40076646
sample01374,96026,nk_cell,15928,16.58717431
sample01375,93221,b_cell,11337,12.16142286
sample01375,93221,cd4_t_cell,28774,30.86643567
sample01375,93221,cd8_t_cell,25377,27.22240697
sample01375,93221,monocyte,13837,14.84322202
sample01375,93221,nk_cell,13896,14.90651248
sample01376,92856,b_cell,10157,10.93844232
sample01376,92856,cd4_t_cell,27540,29.65882657
sample01376,92856,cd8_t_cell,32731,35.24920307
sample01376,92856,monocyte,15501,16.69359007
sample01376,92856,nk_cell,6927,7.45993797
sample01377,95166,b_cell,5884,6.18288044
sample01377,95166,cd4_t_cell,24728,25.98406994
sample01377,95166,cd8_t_cell,25394,26.68389971
sample01377,95166,monocyte,18400,19.33463632
sample01377,95166,nk_cell,20760,21.81451359
sample01378,102603,b_cell,8831,8.60696081
sample01378,102603,cd4_t_cell,38657,37.67628627
sample01378,102603,cd8_t_cell,24206,23.59190277
sample01378,102603,monocyte,19539,19.04330283
sample01378,102603,nk_cell,11370,11.08154732
sample01379,96861,b_cell,11035,11.39261416
sample01379,96861,cd4_t_cell,33543,34.63003686
sample01379,96861,cd8_t_cell,19993,20.64091843
sample01379,96861,monocyte,17005,17.55608552
sample01379,96861,nk_cell,15285,15.78034503
sample01380,103046,b_cell,8226,7.98284261
sample01380,103046,cd4_t_cell,23394,22.70248239
sample01380,103046,cd8_t_cell,28297,27.46055160
sample01380,103046,monocyte,25037,24.29691594
sample01380,103046,nk_cell,18092,17.55720746
sample01381,109749,b_cell,6961,6.34265460
sample01381,109749,cd4_t_cell,32879,29.95835953
sample01381,109749,cd8_t_cell,27042,24.63986004
sample01381,109749,monocyte,26791,24.41115637
sample01381,109749,nk_cell,16076,14.64796946
sample01382,107653,b_cell,9561,8.88131311
sample01382,107653,cd4_t_cell,43100,40.03604173
sample01382,107653,cd8_t_cell,17296,16.06643568
sample01382,107653,monocyte,22756,21.13828690
sample01382,107653,nk_cell,14940,13.87792258
sample01383,106419,b_cell,11355,10.67008711
sample01383,106419,cd4_t_cell,28652,26.92376361
sample01383,106419,cd8_t_cell,27469,25.81212002
sample01383,106419,monocyte,24566,23.08422368
sample01383,106419,nk_cell,14377,13.50980558
sample01384,109614,b_cell,5448,4.97016804
sample01384,109614,cd4_t_cell,29307,26.73654825
sample01384,109614,cd8_t_cell,32048,29.23714124
sample01384,109614,monocyte,28738,26.21745397
sample01384,109614,nk_cell,14073,12.83868849
sample01385,102151,b_cell,10390,10.17121712
sample01385,102151,cd4_t_cell,26520,25.96156670
sample01385,102151,cd8_t_cell,30302,29.66392889
sample01385,102151,monocyte,14459,14.15453593
sample01385,102151,nk_cell,20480,20.04875136
sample01386,104505,b_cell,7618,7.28960337
sample01386,104505,cd4_t_cell,38674,37.00684178
sample01386,104505,cd8_t_cell,23373,22.36543706
sample01386,104505,monocyte,16508,15.79637338
sample01386,104505,nk_cell,18332,17.54174441
sample01387,101280,b_cell,7276,7.18404423
sample01387,101280,cd4_t_cell,28281,27.92357820
sample01387,101280,cd8_t_cell,31678,31.27764613
sample01387,101280,monocyte,23381,23.08550553
sample01387,101280,nk_cell,10664,10.52922591
sample01388,107400,b_cell,9208,8.57355680
sample01388,107400,cd4_t_cell,24134,22.47113594
sample01388,107400,cd8_t_cell,30748,28.62942272
sample01388,107400,monocyte,19257,17.93016760
sample01388,107400,nk_cell,24053,22.39571695
sample01389,94137,b_cell,8095,8.59916930
sample01389,94137,cd4_t_cell,36087,38.33455496
sample01389,94137,cd8_t_cell,19541,20.75804413
sample01389,94137,monocyte,18355,19.49817819
sample01389,94137,nk_cell,12059,12.81005343
sample01390,102409,b_cell,7403,7.22885684
sample01390,102409,cd4_t_cell,26014,25.40206427
sample01390,102409,cd8_t_cell,32359,31.59780879
sample01390,102409,monocyte,19960,19.49047447
sample01390,102409,nk_cell,16673,16.28079563
sample01391,104168,b_cell,5930,5.69272713
sample01391,104168,cd4_t_cell,29492,28.31195761
sample01391,104168,cd8_t_cell,27317,26.22398433
sample01391,104168,monocyte,21349,20.49477767
sample01391,104168,nk_cell,20080,19.27655326
sample01392,104020,b_cell,7748,7.44856758
sample01392,104020,cd4_t_cell,37266,35.82580273
sample01392,104020,cd8_t_cell,22283,21.42184195
sample01392,104020,monocyte,16836,16.18534897
sample01392,104020,nk_cell,19887,19.11843876
sample01393,97201,b_cell,3612,3.71601115
sample01393,97201,cd4_t_cell,33561,34.52742256
sample01393,97201,cd8_t_cell,21358,21.97302497
sample01393,97201,monocyte,22356,22.99976338
